"participantId","trialId","answer","conA","conA_col_ans","conB","conB_col_ans","rt","mgLevel","usLevel","leftColCode","rightColCode","leftHeight","rightHeight"
"62cd9b920ed1b7c1648818d3","p4_s1_tl","{""assignments"":{""concept_death"":""DP"",""concept_peace"":""LB""},""conceptA"":{""id"":""concept_death"",""text"":""death"",""chosenColorCode"":""DP""},""conceptB"":{""id"":""concept_peace"",""text"":""peace"",""chosenColorCode"":""LB""},""responseTime"":6732,""lastEditTime"":6732,""poolOrder"":1,""trialIndex"":18,""pairId"":""MG_HIGH_US_HIGH_death_peace_DP_LB"",""mgLevel"":""MG_HIGH"",""usLevel"":""US_HIGH"",""leftColorCode"":""LB"",""rightColorCode"":""DP"",""swapIndex"":1,""tallerSide"":""left"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":155,""shortHeight"":95,""leftHeight"":155,""rightHeight"":95}","death","DP","peace","LB",6732,"MG_HIGH","US_HIGH","LB","DP",155,95
"62cd9b920ed1b7c1648818d3","p0_s1_tr","{""assignments"":{""concept_angry"":""MH"",""concept_happy"":""WH""},""conceptA"":{""id"":""concept_angry"",""text"":""angry"",""chosenColorCode"":""MH""},""conceptB"":{""id"":""concept_happy"",""text"":""happy"",""chosenColorCode"":""WH""},""responseTime"":6283,""lastEditTime"":6283,""poolOrder"":1,""trialIndex"":3,""pairId"":""MG_HIGH_US_LOW_angry_happy_MH_WH"",""mgLevel"":""MG_HIGH"",""usLevel"":""US_LOW"",""leftColorCode"":""WH"",""rightColorCode"":""MH"",""swapIndex"":1,""tallerSide"":""right"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":151,""shortHeight"":100,""leftHeight"":100,""rightHeight"":151}","angry","MH","happy","WH",6283,"MG_HIGH","US_LOW","WH","MH",100,151
"62cd9b920ed1b7c1648818d3","p1_s0_tr","{""assignments"":{""concept_safety"":""DB"",""concept_death"":""DP""},""conceptA"":{""id"":""concept_death"",""text"":""death"",""chosenColorCode"":""DP""},""conceptB"":{""id"":""concept_safety"",""text"":""safety"",""chosenColorCode"":""DB""},""responseTime"":7271,""lastEditTime"":7271,""poolOrder"":1,""trialIndex"":5,""pairId"":""MG_HIGH_US_LOW_death_safety_DB_DP"",""mgLevel"":""MG_HIGH"",""usLevel"":""US_LOW"",""leftColorCode"":""DB"",""rightColorCode"":""DP"",""swapIndex"":0,""tallerSide"":""right"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":146,""shortHeight"":102,""leftHeight"":102,""rightHeight"":146}","death","DP","safety","DB",7271,"MG_HIGH","US_LOW","DB","DP",102,146
"62cd9b920ed1b7c1648818d3","p3_s0_tl","{""assignments"":{""concept_banana"":""MH"",""concept_peach"":""SR""},""conceptA"":{""id"":""concept_banana"",""text"":""banana"",""chosenColorCode"":""MH""},""conceptB"":{""id"":""concept_peach"",""text"":""peach"",""chosenColorCode"":""SR""},""responseTime"":5988,""lastEditTime"":5988,""poolOrder"":1,""trialIndex"":12,""pairId"":""MG_HIGH_US_HIGH_banana_peach_MH_SR"",""mgLevel"":""MG_HIGH"",""usLevel"":""US_HIGH"",""leftColorCode"":""MH"",""rightColorCode"":""SR"",""swapIndex"":0,""tallerSide"":""left"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":154,""shortHeight"":98,""leftHeight"":154,""rightHeight"":98}","banana","MH","peach","SR",5988,"MG_HIGH","US_HIGH","MH","SR",154,98
"62cd9b920ed1b7c1648818d3","p1_s0_tl","{""assignments"":{""concept_death"":""DP"",""concept_safety"":""DB""},""conceptA"":{""id"":""concept_death"",""text"":""death"",""chosenColorCode"":""DP""},""conceptB"":{""id"":""concept_safety"",""text"":""safety"",""chosenColorCode"":""DB""},""responseTime"":7589,""lastEditTime"":7589,""poolOrder"":0,""trialIndex"":4,""pairId"":""MG_HIGH_US_LOW_death_safety_DB_DP"",""mgLevel"":""MG_HIGH"",""usLevel"":""US_LOW"",""leftColorCode"":""DB"",""rightColorCode"":""DP"",""swapIndex"":0,""tallerSide"":""left"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":149,""shortHeight"":104,""leftHeight"":149,""rightHeight"":104}","death","DP","safety","DB",7589,"MG_HIGH","US_LOW","DB","DP",149,104
"62cd9b920ed1b7c1648818d3","p7_s1_tr","{""assignments"":{""concept_sick"":""DC"",""concept_sad"":""A3""},""conceptA"":{""id"":""concept_sad"",""text"":""sad"",""chosenColorCode"":""A3""},""conceptB"":{""id"":""concept_sick"",""text"":""sick"",""chosenColorCode"":""DC""},""responseTime"":8338,""lastEditTime"":8338,""poolOrder"":0,""trialIndex"":31,""pairId"":""MG_LOW_US_LOW_sad_sick_A3_DC"",""mgLevel"":""MG_LOW"",""usLevel"":""US_LOW"",""leftColorCode"":""DC"",""rightColorCode"":""A3"",""swapIndex"":1,""tallerSide"":""right"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":154,""shortHeight"":95,""leftHeight"":95,""rightHeight"":154}","sad","A3","sick","DC",8338,"MG_LOW","US_LOW","DC","A3",95,154
"62cd9b920ed1b7c1648818d3","p9_s0_tl","{""assignments"":{""concept_banana"":""SY"",""concept_mango"":""MO""},""conceptA"":{""id"":""concept_banana"",""text"":""banana"",""chosenColorCode"":""SY""},""conceptB"":{""id"":""concept_mango"",""text"":""mango"",""chosenColorCode"":""MO""},""responseTime"":5748,""lastEditTime"":5748,""poolOrder"":1,""trialIndex"":36,""pairId"":""MG_LOW_US_HIGH_banana_mango_MO_SY"",""mgLevel"":""MG_LOW"",""usLevel"":""US_HIGH"",""leftColorCode"":""MO"",""rightColorCode"":""SY"",""swapIndex"":0,""tallerSide"":""left"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":151,""shortHeight"":104,""leftHeight"":151,""rightHeight"":104}","banana","SY","mango","MO",5748,"MG_LOW","US_HIGH","MO","SY",151,104
"62cd9b920ed1b7c1648818d3","p8_s1_tl","{""assignments"":{""concept_justice"":""MO"",""concept_peace"":""MC""},""conceptA"":{""id"":""concept_justice"",""text"":""justice"",""chosenColorCode"":""MO""},""conceptB"":{""id"":""concept_peace"",""text"":""peace"",""chosenColorCode"":""MC""},""responseTime"":8560,""lastEditTime"":8560,""poolOrder"":0,""trialIndex"":34,""pairId"":""MG_LOW_US_LOW_justice_peace_MC_MO"",""mgLevel"":""MG_LOW"",""usLevel"":""US_LOW"",""leftColorCode"":""MO"",""rightColorCode"":""MC"",""swapIndex"":1,""tallerSide"":""left"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":152,""shortHeight"":95,""leftHeight"":152,""rightHeight"":95}","justice","MO","peace","MC",8560,"MG_LOW","US_LOW","MO","MC",152,95
"62cd9b920ed1b7c1648818d3","p5_s1_tl","{""assignments"":{""concept_death"":""BK"",""concept_justice"":""DB""},""conceptA"":{""id"":""concept_death"",""text"":""death"",""chosenColorCode"":""BK""},""conceptB"":{""id"":""concept_justice"",""text"":""justice"",""chosenColorCode"":""DB""},""responseTime"":6151,""lastEditTime"":6151,""poolOrder"":1,""trialIndex"":22,""pairId"":""MG_HIGH_US_HIGH_death_justice_BK_DB"",""mgLevel"":""MG_HIGH"",""usLevel"":""US_HIGH"",""leftColorCode"":""DB"",""rightColorCode"":""BK"",""swapIndex"":1,""tallerSide"":""left"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":145,""shortHeight"":98,""leftHeight"":145,""rightHeight"":98}","death","BK","justice","DB",6151,"MG_HIGH","US_HIGH","DB","BK",145,98
"62cd9b920ed1b7c1648818d3","p2_s0_tl","{""assignments"":{""concept_sick"":""DP"",""concept_happy"":""SO""},""conceptA"":{""id"":""concept_happy"",""text"":""happy"",""chosenColorCode"":""SO""},""conceptB"":{""id"":""concept_sick"",""text"":""sick"",""chosenColorCode"":""DP""},""responseTime"":6786,""lastEditTime"":6786,""poolOrder"":0,""trialIndex"":8,""pairId"":""MG_HIGH_US_LOW_happy_sick_DP_SO"",""mgLevel"":""MG_HIGH"",""usLevel"":""US_LOW"",""leftColorCode"":""DP"",""rightColorCode"":""SO"",""swapIndex"":0,""tallerSide"":""left"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":146,""shortHeight"":103,""leftHeight"":146,""rightHeight"":103}","happy","SO","sick","DP",6786,"MG_HIGH","US_LOW","DP","SO",146,103
"62cd9b920ed1b7c1648818d3","p11_s1_tl","{""assignments"":{""concept_justice"":""BK"",""concept_safety"":""SG""},""conceptA"":{""id"":""concept_justice"",""text"":""justice"",""chosenColorCode"":""BK""},""conceptB"":{""id"":""concept_safety"",""text"":""safety"",""chosenColorCode"":""SG""},""responseTime"":6690,""lastEditTime"":6690,""poolOrder"":1,""trialIndex"":46,""pairId"":""MG_LOW_US_HIGH_justice_safety_BK_SG"",""mgLevel"":""MG_LOW"",""usLevel"":""US_HIGH"",""leftColorCode"":""SG"",""rightColorCode"":""BK"",""swapIndex"":1,""tallerSide"":""left"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":154,""shortHeight"":103,""leftHeight"":154,""rightHeight"":103}","justice","BK","safety","SG",6690,"MG_LOW","US_HIGH","SG","BK",154,103
"62cd9b920ed1b7c1648818d3","p6_s0_tr","{""assignments"":{""concept_happy"":""MC"",""concept_sad"":""DR""},""conceptA"":{""id"":""concept_happy"",""text"":""happy"",""chosenColorCode"":""MC""},""conceptB"":{""id"":""concept_sad"",""text"":""sad"",""chosenColorCode"":""DR""},""responseTime"":7059,""lastEditTime"":7059,""poolOrder"":1,""trialIndex"":25,""pairId"":""MG_LOW_US_LOW_happy_sad_DR_MC"",""mgLevel"":""MG_LOW"",""usLevel"":""US_LOW"",""leftColorCode"":""DR"",""rightColorCode"":""MC"",""swapIndex"":0,""tallerSide"":""right"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":152,""shortHeight"":97,""leftHeight"":97,""rightHeight"":152}","happy","MC","sad","DR",7059,"MG_LOW","US_LOW","DR","MC",97,152
"62cd9b920ed1b7c1648818d3","p8_s1_tr","{""assignments"":{""concept_justice"":""MO"",""concept_peace"":""MC""},""conceptA"":{""id"":""concept_justice"",""text"":""justice"",""chosenColorCode"":""MO""},""conceptB"":{""id"":""concept_peace"",""text"":""peace"",""chosenColorCode"":""MC""},""responseTime"":10835,""lastEditTime"":10835,""poolOrder"":1,""trialIndex"":35,""pairId"":""MG_LOW_US_LOW_justice_peace_MC_MO"",""mgLevel"":""MG_LOW"",""usLevel"":""US_LOW"",""leftColorCode"":""MO"",""rightColorCode"":""MC"",""swapIndex"":1,""tallerSide"":""right"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":151,""shortHeight"":105,""leftHeight"":105,""rightHeight"":151}","justice","MO","peace","MC",10835,"MG_LOW","US_LOW","MO","MC",105,151
"62cd9b920ed1b7c1648818d3","p10_s1_tl","{""assignments"":{""concept_sick"":""MH"",""concept_angry"":""SC""},""conceptA"":{""id"":""concept_angry"",""text"":""angry"",""chosenColorCode"":""SC""},""conceptB"":{""id"":""concept_sick"",""text"":""sick"",""chosenColorCode"":""MH""},""responseTime"":9024,""lastEditTime"":9024,""poolOrder"":0,""trialIndex"":42,""pairId"":""MG_LOW_US_HIGH_angry_sick_MH_SC"",""mgLevel"":""MG_LOW"",""usLevel"":""US_HIGH"",""leftColorCode"":""SC"",""rightColorCode"":""MH"",""swapIndex"":1,""tallerSide"":""left"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":150,""shortHeight"":97,""leftHeight"":150,""rightHeight"":97}","angry","SC","sick","MH",9024,"MG_LOW","US_HIGH","SC","MH",150,97
"62cd9b920ed1b7c1648818d3","p10_s0_tr","{""assignments"":{""concept_sick"":""MH"",""concept_angry"":""SC""},""conceptA"":{""id"":""concept_angry"",""text"":""angry"",""chosenColorCode"":""SC""},""conceptB"":{""id"":""concept_sick"",""text"":""sick"",""chosenColorCode"":""MH""},""responseTime"":10105,""lastEditTime"":10105,""poolOrder"":1,""trialIndex"":41,""pairId"":""MG_LOW_US_HIGH_angry_sick_MH_SC"",""mgLevel"":""MG_LOW"",""usLevel"":""US_HIGH"",""leftColorCode"":""MH"",""rightColorCode"":""SC"",""swapIndex"":0,""tallerSide"":""right"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":154,""shortHeight"":105,""leftHeight"":105,""rightHeight"":154}","angry","SC","sick","MH",10105,"MG_LOW","US_HIGH","MH","SC",105,154
"62cd9b920ed1b7c1648818d3","p6_s1_tl","{""assignments"":{""concept_sad"":""DR"",""concept_happy"":""MC""},""conceptA"":{""id"":""concept_happy"",""text"":""happy"",""chosenColorCode"":""MC""},""conceptB"":{""id"":""concept_sad"",""text"":""sad"",""chosenColorCode"":""DR""},""responseTime"":5267,""lastEditTime"":5267,""poolOrder"":1,""trialIndex"":26,""pairId"":""MG_LOW_US_LOW_happy_sad_DR_MC"",""mgLevel"":""MG_LOW"",""usLevel"":""US_LOW"",""leftColorCode"":""MC"",""rightColorCode"":""DR"",""swapIndex"":1,""tallerSide"":""left"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":147,""shortHeight"":95,""leftHeight"":147,""rightHeight"":95}","happy","MC","sad","DR",5267,"MG_LOW","US_LOW","MC","DR",147,95
"62cd9b920ed1b7c1648818d3","p5_s1_tr","{""assignments"":{""concept_justice"":""DB"",""concept_death"":""BK""},""conceptA"":{""id"":""concept_death"",""text"":""death"",""chosenColorCode"":""BK""},""conceptB"":{""id"":""concept_justice"",""text"":""justice"",""chosenColorCode"":""DB""},""responseTime"":6512,""lastEditTime"":6512,""poolOrder"":1,""trialIndex"":23,""pairId"":""MG_HIGH_US_HIGH_death_justice_BK_DB"",""mgLevel"":""MG_HIGH"",""usLevel"":""US_HIGH"",""leftColorCode"":""DB"",""rightColorCode"":""BK"",""swapIndex"":1,""tallerSide"":""right"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":152,""shortHeight"":103,""leftHeight"":103,""rightHeight"":152}","death","BK","justice","DB",6512,"MG_HIGH","US_HIGH","DB","BK",103,152
"62cd9b920ed1b7c1648818d3","p3_s1_tl","{""assignments"":{""concept_banana"":""MH"",""concept_peach"":""SR""},""conceptA"":{""id"":""concept_banana"",""text"":""banana"",""chosenColorCode"":""MH""},""conceptB"":{""id"":""concept_peach"",""text"":""peach"",""chosenColorCode"":""SR""},""responseTime"":5282,""lastEditTime"":5282,""poolOrder"":1,""trialIndex"":14,""pairId"":""MG_HIGH_US_HIGH_banana_peach_MH_SR"",""mgLevel"":""MG_HIGH"",""usLevel"":""US_HIGH"",""leftColorCode"":""SR"",""rightColorCode"":""MH"",""swapIndex"":1,""tallerSide"":""left"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":150,""shortHeight"":100,""leftHeight"":150,""rightHeight"":100}","banana","MH","peach","SR",5282,"MG_HIGH","US_HIGH","SR","MH",150,100
"62cd9b920ed1b7c1648818d3","p9_s1_tr","{""assignments"":{""concept_banana"":""SY"",""concept_mango"":""MO""},""conceptA"":{""id"":""concept_banana"",""text"":""banana"",""chosenColorCode"":""SY""},""conceptB"":{""id"":""concept_mango"",""text"":""mango"",""chosenColorCode"":""MO""},""responseTime"":5029,""lastEditTime"":5029,""poolOrder"":1,""trialIndex"":39,""pairId"":""MG_LOW_US_HIGH_banana_mango_MO_SY"",""mgLevel"":""MG_LOW"",""usLevel"":""US_HIGH"",""leftColorCode"":""SY"",""rightColorCode"":""MO"",""swapIndex"":1,""tallerSide"":""right"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":151,""shortHeight"":100,""leftHeight"":100,""rightHeight"":151}","banana","SY","mango","MO",5029,"MG_LOW","US_HIGH","SY","MO",100,151
"62cd9b920ed1b7c1648818d3","p6_s1_tr","{""assignments"":{""concept_happy"":""MC"",""concept_sad"":""DR""},""conceptA"":{""id"":""concept_happy"",""text"":""happy"",""chosenColorCode"":""MC""},""conceptB"":{""id"":""concept_sad"",""text"":""sad"",""chosenColorCode"":""DR""},""responseTime"":6470,""lastEditTime"":6470,""poolOrder"":1,""trialIndex"":27,""pairId"":""MG_LOW_US_LOW_happy_sad_DR_MC"",""mgLevel"":""MG_LOW"",""usLevel"":""US_LOW"",""leftColorCode"":""MC"",""rightColorCode"":""DR"",""swapIndex"":1,""tallerSide"":""right"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":147,""shortHeight"":104,""leftHeight"":104,""rightHeight"":147}","happy","MC","sad","DR",6470,"MG_LOW","US_LOW","MC","DR",104,147
"62cd9b920ed1b7c1648818d3","p7_s1_tl","{""assignments"":{""concept_sad"":""DC"",""concept_sick"":""A3""},""conceptA"":{""id"":""concept_sad"",""text"":""sad"",""chosenColorCode"":""DC""},""conceptB"":{""id"":""concept_sick"",""text"":""sick"",""chosenColorCode"":""A3""},""responseTime"":6657,""lastEditTime"":6657,""poolOrder"":1,""trialIndex"":30,""pairId"":""MG_LOW_US_LOW_sad_sick_A3_DC"",""mgLevel"":""MG_LOW"",""usLevel"":""US_LOW"",""leftColorCode"":""DC"",""rightColorCode"":""A3"",""swapIndex"":1,""tallerSide"":""left"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":149,""shortHeight"":104,""leftHeight"":149,""rightHeight"":104}","sad","DC","sick","A3",6657,"MG_LOW","US_LOW","DC","A3",149,104
"62cd9b920ed1b7c1648818d3","p1_s1_tl","{""assignments"":{""concept_death"":""DP"",""concept_safety"":""DB""},""conceptA"":{""id"":""concept_death"",""text"":""death"",""chosenColorCode"":""DP""},""conceptB"":{""id"":""concept_safety"",""text"":""safety"",""chosenColorCode"":""DB""},""responseTime"":5346,""lastEditTime"":5346,""poolOrder"":0,""trialIndex"":6,""pairId"":""MG_HIGH_US_LOW_death_safety_DB_DP"",""mgLevel"":""MG_HIGH"",""usLevel"":""US_LOW"",""leftColorCode"":""DP"",""rightColorCode"":""DB"",""swapIndex"":1,""tallerSide"":""left"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":153,""shortHeight"":102,""leftHeight"":153,""rightHeight"":102}","death","DP","safety","DB",5346,"MG_HIGH","US_LOW","DP","DB",153,102
"62cd9b920ed1b7c1648818d3","p11_s1_tr","{""assignments"":{""concept_justice"":""BK"",""concept_safety"":""SG""},""conceptA"":{""id"":""concept_justice"",""text"":""justice"",""chosenColorCode"":""BK""},""conceptB"":{""id"":""concept_safety"",""text"":""safety"",""chosenColorCode"":""SG""},""responseTime"":5464,""lastEditTime"":5464,""poolOrder"":1,""trialIndex"":47,""pairId"":""MG_LOW_US_HIGH_justice_safety_BK_SG"",""mgLevel"":""MG_LOW"",""usLevel"":""US_HIGH"",""leftColorCode"":""SG"",""rightColorCode"":""BK"",""swapIndex"":1,""tallerSide"":""right"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":145,""shortHeight"":103,""leftHeight"":103,""rightHeight"":145}","justice","BK","safety","SG",5464,"MG_LOW","US_HIGH","SG","BK",103,145
"62cd9b920ed1b7c1648818d3","p10_s0_tl","{""assignments"":{""concept_angry"":""SC"",""concept_sick"":""MH""},""conceptA"":{""id"":""concept_angry"",""text"":""angry"",""chosenColorCode"":""SC""},""conceptB"":{""id"":""concept_sick"",""text"":""sick"",""chosenColorCode"":""MH""},""responseTime"":9201,""lastEditTime"":9201,""poolOrder"":1,""trialIndex"":40,""pairId"":""MG_LOW_US_HIGH_angry_sick_MH_SC"",""mgLevel"":""MG_LOW"",""usLevel"":""US_HIGH"",""leftColorCode"":""MH"",""rightColorCode"":""SC"",""swapIndex"":0,""tallerSide"":""left"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":150,""shortHeight"":101,""leftHeight"":150,""rightHeight"":101}","angry","SC","sick","MH",9201,"MG_LOW","US_HIGH","MH","SC",150,101
"62cd9b920ed1b7c1648818d3","p4_s1_tr","{""assignments"":{""concept_death"":""DP"",""concept_peace"":""LB""},""conceptA"":{""id"":""concept_death"",""text"":""death"",""chosenColorCode"":""DP""},""conceptB"":{""id"":""concept_peace"",""text"":""peace"",""chosenColorCode"":""LB""},""responseTime"":5711,""lastEditTime"":5711,""poolOrder"":1,""trialIndex"":19,""pairId"":""MG_HIGH_US_HIGH_death_peace_DP_LB"",""mgLevel"":""MG_HIGH"",""usLevel"":""US_HIGH"",""leftColorCode"":""LB"",""rightColorCode"":""DP"",""swapIndex"":1,""tallerSide"":""right"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":145,""shortHeight"":98,""leftHeight"":98,""rightHeight"":145}","death","DP","peace","LB",5711,"MG_HIGH","US_HIGH","LB","DP",98,145
"62cd9b920ed1b7c1648818d3","p6_s1_tr","{""assignments"":{""concept_sad"":""DR"",""concept_happy"":""MC""},""conceptA"":{""id"":""concept_happy"",""text"":""happy"",""chosenColorCode"":""MC""},""conceptB"":{""id"":""concept_sad"",""text"":""sad"",""chosenColorCode"":""DR""},""responseTime"":8364,""lastEditTime"":8364,""poolOrder"":1,""trialIndex"":27,""pairId"":""MG_LOW_US_LOW_happy_sad_DR_MC"",""mgLevel"":""MG_LOW"",""usLevel"":""US_LOW"",""leftColorCode"":""MC"",""rightColorCode"":""DR"",""swapIndex"":1,""tallerSide"":""right"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":155,""shortHeight"":99,""leftHeight"":99,""rightHeight"":155}","happy","MC","sad","DR",8364,"MG_LOW","US_LOW","MC","DR",99,155
"62cd9b920ed1b7c1648818d3","p11_s0_tr","{""assignments"":{""concept_justice"":""BK"",""concept_safety"":""SG""},""conceptA"":{""id"":""concept_justice"",""text"":""justice"",""chosenColorCode"":""BK""},""conceptB"":{""id"":""concept_safety"",""text"":""safety"",""chosenColorCode"":""SG""},""responseTime"":4990,""lastEditTime"":4990,""poolOrder"":1,""trialIndex"":45,""pairId"":""MG_LOW_US_HIGH_justice_safety_BK_SG"",""mgLevel"":""MG_LOW"",""usLevel"":""US_HIGH"",""leftColorCode"":""BK"",""rightColorCode"":""SG"",""swapIndex"":0,""tallerSide"":""right"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":154,""shortHeight"":98,""leftHeight"":98,""rightHeight"":154}","justice","BK","safety","SG",4990,"MG_LOW","US_HIGH","BK","SG",98,154
"62cd9b920ed1b7c1648818d3","p10_s0_tl","{""assignments"":{""concept_sick"":""MH"",""concept_angry"":""SC""},""conceptA"":{""id"":""concept_angry"",""text"":""angry"",""chosenColorCode"":""SC""},""conceptB"":{""id"":""concept_sick"",""text"":""sick"",""chosenColorCode"":""MH""},""responseTime"":4457,""lastEditTime"":4457,""poolOrder"":0,""trialIndex"":40,""pairId"":""MG_LOW_US_HIGH_angry_sick_MH_SC"",""mgLevel"":""MG_LOW"",""usLevel"":""US_HIGH"",""leftColorCode"":""MH"",""rightColorCode"":""SC"",""swapIndex"":0,""tallerSide"":""left"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":146,""shortHeight"":97,""leftHeight"":146,""rightHeight"":97}","angry","SC","sick","MH",4457,"MG_LOW","US_HIGH","MH","SC",146,97
"62cd9b920ed1b7c1648818d3","p9_s0_tl","{""assignments"":{""concept_mango"":""MO"",""concept_banana"":""SY""},""conceptA"":{""id"":""concept_banana"",""text"":""banana"",""chosenColorCode"":""SY""},""conceptB"":{""id"":""concept_mango"",""text"":""mango"",""chosenColorCode"":""MO""},""responseTime"":4649,""lastEditTime"":4649,""poolOrder"":0,""trialIndex"":36,""pairId"":""MG_LOW_US_HIGH_banana_mango_MO_SY"",""mgLevel"":""MG_LOW"",""usLevel"":""US_HIGH"",""leftColorCode"":""MO"",""rightColorCode"":""SY"",""swapIndex"":0,""tallerSide"":""left"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":147,""shortHeight"":102,""leftHeight"":147,""rightHeight"":102}","banana","SY","mango","MO",4649,"MG_LOW","US_HIGH","MO","SY",147,102
"62cd9b920ed1b7c1648818d3","p2_s1_tr","{""assignments"":{""concept_sick"":""DP"",""concept_happy"":""SO""},""conceptA"":{""id"":""concept_happy"",""text"":""happy"",""chosenColorCode"":""SO""},""conceptB"":{""id"":""concept_sick"",""text"":""sick"",""chosenColorCode"":""DP""},""responseTime"":4528,""lastEditTime"":4528,""poolOrder"":0,""trialIndex"":11,""pairId"":""MG_HIGH_US_LOW_happy_sick_DP_SO"",""mgLevel"":""MG_HIGH"",""usLevel"":""US_LOW"",""leftColorCode"":""SO"",""rightColorCode"":""DP"",""swapIndex"":1,""tallerSide"":""right"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":145,""shortHeight"":99,""leftHeight"":99,""rightHeight"":145}","happy","SO","sick","DP",4528,"MG_HIGH","US_LOW","SO","DP",99,145
"62cd9b920ed1b7c1648818d3","p3_s1_tr","{""assignments"":{""concept_banana"":""MH"",""concept_peach"":""SR""},""conceptA"":{""id"":""concept_banana"",""text"":""banana"",""chosenColorCode"":""MH""},""conceptB"":{""id"":""concept_peach"",""text"":""peach"",""chosenColorCode"":""SR""},""responseTime"":4195,""lastEditTime"":4195,""poolOrder"":1,""trialIndex"":15,""pairId"":""MG_HIGH_US_HIGH_banana_peach_MH_SR"",""mgLevel"":""MG_HIGH"",""usLevel"":""US_HIGH"",""leftColorCode"":""SR"",""rightColorCode"":""MH"",""swapIndex"":1,""tallerSide"":""right"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":153,""shortHeight"":100,""leftHeight"":100,""rightHeight"":153}","banana","MH","peach","SR",4195,"MG_HIGH","US_HIGH","SR","MH",100,153
"62cd9b920ed1b7c1648818d3","p1_s1_tl","{""assignments"":{""concept_safety"":""DB"",""concept_death"":""DP""},""conceptA"":{""id"":""concept_death"",""text"":""death"",""chosenColorCode"":""DP""},""conceptB"":{""id"":""concept_safety"",""text"":""safety"",""chosenColorCode"":""DB""},""responseTime"":5315,""lastEditTime"":5315,""poolOrder"":0,""trialIndex"":6,""pairId"":""MG_HIGH_US_LOW_death_safety_DB_DP"",""mgLevel"":""MG_HIGH"",""usLevel"":""US_LOW"",""leftColorCode"":""DP"",""rightColorCode"":""DB"",""swapIndex"":1,""tallerSide"":""left"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":149,""shortHeight"":105,""leftHeight"":149,""rightHeight"":105}","death","DP","safety","DB",5315,"MG_HIGH","US_LOW","DP","DB",149,105
"62cd9b920ed1b7c1648818d3","p5_s0_tl","{""assignments"":{""concept_death"":""BK"",""concept_justice"":""DB""},""conceptA"":{""id"":""concept_death"",""text"":""death"",""chosenColorCode"":""BK""},""conceptB"":{""id"":""concept_justice"",""text"":""justice"",""chosenColorCode"":""DB""},""responseTime"":4788,""lastEditTime"":4788,""poolOrder"":1,""trialIndex"":20,""pairId"":""MG_HIGH_US_HIGH_death_justice_BK_DB"",""mgLevel"":""MG_HIGH"",""usLevel"":""US_HIGH"",""leftColorCode"":""BK"",""rightColorCode"":""DB"",""swapIndex"":0,""tallerSide"":""left"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":145,""shortHeight"":105,""leftHeight"":145,""rightHeight"":105}","death","BK","justice","DB",4788,"MG_HIGH","US_HIGH","BK","DB",145,105
